key_studentInfo,final_result,disability,module_presentation_length,gender,highest_education,imd_band,num_of_prev_attempts,region,studied_credits,age_band,Nombre de date_submitted,Moyenne de score,Moyenne pondérée de score,date_registration,Nombre de date,sum_click,Nombre de activity_type
2687858BBB2014J,Pass,N,262,F,Lower Than A Level,80-90%,0,West Midlands Region,120,35-55,5,"55,40",69.9,-136,477,1908,99
2687989FFF2013J,Pass,N,268,M,A Level or Equivalent,"",0,Ireland,60,0-35,12,"83,83",74.52763819095478,-94,715,3891,142
2688067AAA2013J,Pass,N,268,M,A Level or Equivalent,10-20,0,East Anglian Region,60,0-35,5,"67,80",68.4,-31,75,289,38
2688166AAA2014J,Pass,N,269,M,Lower Than A Level,40-50%,0,Yorkshire Region,60,35-55,4,"59,50",56.75,-56,212,680,42
268817DDD2013J,Withdrawn,Y,261,F,Lower Than A Level,40-50%,0,North Western Region,90,0-35,2,"76,00",76.00000000000001,-59,383,958,112
2688202FFF2013J,Withdrawn,N,268,F,Lower Than A Level,10-20,2,East Midlands Region,60,0-35,1,"86,00",86,-38,90,207,38
268823FFF2014J,Fail,N,269,M,No Formal quals,10-20,0,Wales,60,0-35,2,"86,00",88,-31,42,175,22
2688422DDD2013J,Withdrawn,Y,261,F,A Level or Equivalent,60-70%,0,South Region,120,0-35,1,"72,00",72,-120,145,368,49
2688495BBB2014J,Distinction,N,262,F,Lower Than A Level,30-40%,0,East Anglian Region,60,35-55,5,"85,00",81.95,-53,478,2068,112
2688945BBB2014J,Pass,N,262,F,HE Qualification,40-50%,0,South Region,60,35-55,5,"74,40",67.9,-101,214,772,73
2689013CCC2014J,Withdrawn,N,269,M,Post Graduate Qualification,80-90%,0,Scotland,30,35-55,3,"65,33",61.44444444444444,-17,153,527,26
2689863DDD2014J,Pass,N,262,F,A Level or Equivalent,30-40%,1,South West Region,120,0-35,6,"71,00",71.05,-116,487,1011,82
2689958AAA2013J,Distinction,N,268,M,A Level or Equivalent,40-50%,0,East Anglian Region,60,35-55,5,"81,60",81.2,-71,1744,3929,90
2690062AAA2014J,Withdrawn,N,269,F,A Level or Equivalent,90-100%,0,North Western Region,120,35-55,1,"58,00",58,-25,78,257,18
269065DDD2013J,Withdrawn,Y,261,M,A Level or Equivalent,40-50%,0,South Region,90,35-55,1,"31,00",31,-88,176,436,43
269082BBB2013J,Distinction,N,268,F,HE Qualification,90-100%,2,South East Region,60,0-35,11,"96,82",93.7,-44,869,2182,77
2691100BBB2013J,Pass,N,268,F,Lower Than A Level,0-10%,0,Yorkshire Region,120,0-35,11,"62,91",62.23,-141,258,641,53
2691206AAA2013J,Distinction,N,268,F,A Level or Equivalent,50-60%,0,West Midlands Region,60,0-35,5,"84,80",84.7,-109,825,2297,91
2691244AAA2013J,Pass,N,268,M,A Level or Equivalent,40-50%,0,South Region,180,35-55,4,"58,25",58.666666666666664,-87,224,472,43
2691267CCC2014J,Pass,N,269,F,Lower Than A Level,80-90%,1,West Midlands Region,60,35-55,7,"88,00",87.78205128205128,-109,688,2294,96
2691566BBB2013J,Fail,N,268,F,Lower Than A Level,0-10%,0,North Region,60,0-35,11,"68,00",64.19,-109,79,206,16
2691861CCC2014J,Fail,N,269,M,Lower Than A Level,0-10%,1,London Region,120,0-35,8,"71,38",62.93,-42,281,964,38
269204BBB2013J,Pass,N,268,F,Lower Than A Level,90-100%,0,South Region,60,35-55,11,"94,00",89.68,-29,655,1751,94
2692186DDD2013J,Pass,Y,261,F,Lower Than A Level,20-30%,1,North Western Region,60,0-35,5,"73,80",69.35661016949153,-44,348,708,105
269220EEE2014J,Pass,Y,269,M,Lower Than A Level,70-80%,0,West Midlands Region,60,0-35,4,"85,75",85.84,-24,330,1600,56
269245FFF2013J,Withdrawn,N,268,M,HE Qualification,10-20,0,London Region,120,35-55,2,"69,00",69,-62,163,607,66
2692514AAA2014J,Pass,N,269,M,Lower Than A Level,0-10%,0,North Western Region,120,35-55,5,"78,20",78.1,-44,1663,6661,54
2692632FFF2013J,Withdrawn,N,268,M,Lower Than A Level,0-10%,0,East Anglian Region,120,0-35,2,"69,00",69,-116,193,606,54
2692969BBB2014J,Pass,N,262,F,HE Qualification,80-90%,0,Scotland,75,35-55,5,"77,00",69.75,-88,875,2408,81
269388CCC2014J,Fail,N,269,F,HE Qualification,30-40%,0,Scotland,90,0-35,7,"59,29",59.51086956521739,-130,265,1024,63
2693932FFF2014J,Pass,N,269,M,A Level or Equivalent,90-100%,1,West Midlands Region,120,0-35,11,"83,18",89.49012933968686,-72,502,2597,103
2694139FFF2014J,Withdrawn,N,269,M,Lower Than A Level,70-80%,0,East Anglian Region,60,35-55,3,"54,33",30.471295060080106,-81,378,1382,90
2694424AAA2013J,Pass,N,268,M,A Level or Equivalent,70-80%,0,East Anglian Region,120,35-55,5,"79,40",76.5,-170,1255,4218,68
2694680FFF2013J,Fail,N,268,M,Lower Than A Level,80-90%,1,East Midlands Region,90,0-35,4,"86,50",80.50333778371163,-31,22,48,11
2694788AAA2014J,Fail,Y,269,F,A Level or Equivalent,70-80%,0,South Region,180,35-55,3,"35,33",32.2,-92,58,100,14
2694919BBB2014J,Pass,Y,262,F,Lower Than A Level,60-70%,0,East Anglian Region,120,35-55,5,"73,40",66.4,-127,198,1369,51
269508FFF2013J,Pass,N,268,M,HE Qualification,"",0,Ireland,60,35-55,12,"92,00",95.01324805847419,-52,623,2474,172
269510BBB2014J,Fail,Y,262,F,A Level or Equivalent,40-50%,0,East Midlands Region,60,0-35,4,"74,25",67.07692307692308,-32,100,319,39
2695608DDD2013J,Pass,N,261,F,A Level or Equivalent,90-100%,0,South Region,60,55<=,6,"80,50",76.47732813261824,-67,921,3252,199
269575DDD2014J,Withdrawn,N,262,F,HE Qualification,50-60%,0,Scotland,60,0-35,6,"94,00",93.6,-79,760,2067,129
269584FFF2014J,Pass,N,269,M,A Level or Equivalent,40-50%,0,Scotland,90,35-55,12,"78,83",54.26496116948377,-36,372,1413,92
269764EEE2013J,Pass,N,268,M,HE Qualification,60-70%,0,Scotland,215,0-35,3,"62,67",58.77777777777778,-12,219,827,32
2697921FFF2013J,Fail,N,268,M,Lower Than A Level,80-90%,0,East Anglian Region,120,0-35,12,"70,92",80.7482868889904,-99,522,2319,117
2697921FFF2014J,Pass,N,269,M,Lower Than A Level,80-90%,1,East Anglian Region,60,0-35,12,"77,83",84.64458656920966,-32,364,1767,75
2698125FFF2013J,Pass,N,268,M,Lower Than A Level,70-80%,0,North Region,60,0-35,12,"78,67",64.52763819095478,-38,266,1243,60
2698257AAA2013J,Pass,N,268,M,Lower Than A Level,60-70%,0,East Midlands Region,120,0-35,5,"67,80",69.4,-58,267,758,61
2698535EEE2013J,Pass,N,268,M,Lower Than A Level,50-60%,0,Wales,60,0-35,4,"54,25",53.44,-74,709,3455,46
269856DDD2014J,Pass,N,262,M,A Level or Equivalent,50-60%,0,East Midlands Region,60,0-35,6,"58,17",61.3,-108,591,1067,85
2698577BBB2014J,Fail,N,262,F,Lower Than A Level,50-60%,0,Wales,60,35-55,5,"64,40",55.8,16,237,717,69
2698588BBB2014J,Distinction,N,262,F,HE Qualification,30-40%,0,Yorkshire Region,120,0-35,5,"92,40",92.4,4,226,605,56
270393DDD2013J,Pass,N,261,F,Lower Than A Level,0-10%,1,East Anglian Region,60,0-35,6,"84,50",82.1153096050707,-82,389,940,96
270421FFF2014J,Pass,N,269,F,A Level or Equivalent,40-50%,2,West Midlands Region,90,0-35,12,"89,92",69.9625399725902,-28,446,3592,96
270493DDD2013J,Fail,N,261,F,Lower Than A Level,50-60%,0,South Region,60,0-35,3,"67,00",77.74767801857584,-116,110,266,51
270502DDD2014J,Pass,N,262,M,A Level or Equivalent,30-40%,0,East Midlands Region,120,0-35,6,"71,83",67,-51,203,485,53
270638EEE2013J,Pass,N,268,M,Lower Than A Level,20-30%,0,South West Region,60,35-55,4,"75,25",74.44,-36,504,2202,58
270646BBB2013J,Pass,N,268,F,Lower Than A Level,90-100%,0,East Anglian Region,90,0-35,11,"72,64",60.83,-72,87,190,27
270988EEE2014J,Pass,N,269,M,HE Qualification,60-70%,0,South Region,60,0-35,4,"82,50",81.96,-24,403,1544,65
27116CCC2014J,Distinction,N,269,M,HE Qualification,70-80%,0,Yorkshire Region,120,0-35,8,"93,00",92.02,-156,708,1847,114
271206DDD2013J,Fail,N,261,M,HE Qualification,50-60%,0,North Region,60,0-35,2,"56,00",68.13938411669369,-54,61,158,20
271251AAA2013J,Pass,N,268,M,A Level or Equivalent,80-90%,0,Scotland,60,35-55,5,"76,40",76.9,-68,639,3348,93
271274FFF2013J,Fail,N,268,F,Lower Than A Level,70-80%,1,East Anglian Region,60,0-35,2,"48,00",48,-113,50,109,23
271526CCC2014J,Withdrawn,N,269,M,HE Qualification,80-90%,0,South Region,60,35-55,1,"56,00",56,-144,50,147,26
271526DDD2013J,Pass,N,261,M,HE Qualification,80-90%,2,South Region,60,35-55,6,"53,33",47.675524134568505,-52,326,645,121
272172BBB2013J,Fail,N,268,F,A Level or Equivalent,0-10%,1,North Western Region,60,0-35,2,"60,50",59.08695652173913,-81,102,242,22
272617BBB2013J,Withdrawn,Y,268,F,Lower Than A Level,20-30%,2,East Midlands Region,60,0-35,3,"71,00",57.5,-39,14,26,4
272617BBB2014J,Withdrawn,Y,262,F,Lower Than A Level,20-30%,3,East Midlands Region,60,0-35,2,"73,00",46,-161,12,71,9
272623FFF2013J,Withdrawn,N,268,M,A Level or Equivalent,0-10%,0,Yorkshire Region,120,0-35,3,"72,00",68.23230974632844,-32,230,674,68
273106DDD2013J,Fail,N,261,M,Lower Than A Level,40-50%,1,East Midlands Region,60,0-35,6,"50,67",45.137981472452466,-96,,,
273346AAA2014J,Pass,N,269,M,Lower Than A Level,70-80%,0,East Midlands Region,60,35-55,5,"81,80",82.1,-155,661,2080,75
273442FFF2013J,Pass,N,268,M,A Level or Equivalent,"",0,North Region,60,0-35,12,"75,83",83.23618090452261,-135,815,3225,186
273782FFF2013J,Pass,N,268,M,HE Qualification,90-100%,0,Wales,60,35-55,12,"89,25",89.30242119689355,-24,748,3559,155
27417DDD2013J,Withdrawn,N,261,M,Lower Than A Level,60-70%,0,South West Region,60,0-35,4,"41,00",21.342602892102338,-74,146,410,46
27417DDD2014J,Withdrawn,N,262,M,Lower Than A Level,60-70%,1,South West Region,60,0-35,4,"60,25",56.1,-131,39,100,15
274247BBB2013J,Fail,Y,268,F,Lower Than A Level,0-10%,1,South Region,60,0-35,11,"90,00",85.81,-38,86,202,26
274443FFF2013J,Fail,N,268,M,Lower Than A Level,80-90%,0,East Anglian Region,60,35-55,5,"83,00",81.13818924438394,-142,652,1913,135
274712DDD2013J,Fail,N,261,M,HE Qualification,70-80%,2,London Region,60,35-55,4,"71,00",72.79699666295883,-150,42,86,27
274947AAA2014J,Withdrawn,N,269,M,Lower Than A Level,40-50%,0,East Anglian Region,120,0-35,5,"54,00",49.9,-43,99,251,25
274964DDD2013J,Fail,N,261,M,Lower Than A Level,20-30%,0,East Midlands Region,120,35-55,2,"77,00",77.90413223140497,-81,231,830,48
274967EEE2014J,Pass,N,269,M,A Level or Equivalent,40-50%,0,Scotland,30,35-55,4,"75,75",75.48,-24,342,1581,50
274971BBB2013J,Pass,N,268,F,Lower Than A Level,80-90%,0,Ireland,75,35-55,10,"72,70",77.03030303030303,-24,219,580,84
275006BBB2014J,Pass,N,262,F,Lower Than A Level,20-30%,2,London Region,60,0-35,5,"75,80",71.65,-149,201,579,39
275127FFF2014J,Withdrawn,N,269,M,A Level or Equivalent,80-90%,0,Wales,120,0-35,1,"50,00",50,-15,57,184,24
275136GGG2014J,Pass,Y,269,M,Lower Than A Level,0-10%,0,South West Region,30,35-55,9,"63,89",,-2,138,416,40
275162EEE2013J,Fail,N,268,M,HE Qualification,30-40%,0,South West Region,55,35-55,2,"81,50",79.72727272727273,-19,330,1146,33
275180BBB2014J,Pass,N,262,F,Lower Than A Level,20-30%,0,East Midlands Region,60,35-55,5,"46,60",59.25,-99,991,3886,114
275232DDD2013J,Pass,N,261,F,A Level or Equivalent,40-50%,0,Wales,60,35-55,6,"70,50",66.64480741101903,-165,519,1451,161
275296BBB2014J,Fail,N,262,F,A Level or Equivalent,60-70%,2,East Midlands Region,60,0-35,2,"86,00",72,-36,57,165,18
275297CCC2014J,Distinction,N,269,M,HE Qualification,"",0,North Region,120,0-35,8,"96,00",94,-38,484,1422,114
275297DDD2014J,Distinction,N,262,M,HE Qualification,"",0,North Region,120,0-35,6,"88,83",91.55,-45,574,1031,168
275309DDD2014J,Withdrawn,N,262,M,Lower Than A Level,30-40%,1,South East Region,90,35-55,3,"68,33",69,-60,363,850,75
275674AAA2014J,Withdrawn,N,269,F,A Level or Equivalent,20-30%,0,London Region,60,0-35,3,"45,00",44,-155,618,2090,60
275711CCC2014J,Fail,N,269,M,Lower Than A Level,10-20,0,North Western Region,80,0-35,8,"63,50",61.58,-115,714,3753,118
275792AAA2014J,Pass,N,269,F,HE Qualification,50-60%,0,East Anglian Region,60,0-35,5,"73,00",73.6,-37,262,605,46
276265FFF2014J,Pass,Y,269,M,A Level or Equivalent,80-90%,2,Scotland,60,0-35,12,"74,42",72.10598446779352,-15,587,4082,118
276337FFF2014J,Withdrawn,Y,269,M,Lower Than A Level,90-100%,1,South Region,120,0-35,2,"75,00",75.00000000000001,-128,116,272,37
276388FFF2013J,Pass,N,268,M,A Level or Equivalent,20-30%,0,South East Region,60,0-35,12,"65,92",55.461397898583826,-150,665,2593,132
276808FFF2013J,Pass,N,268,F,A Level or Equivalent,10-20,1,North Western Region,60,0-35,12,"90,33",83.32891731384194,-29,701,2986,168
276830GGG2013J,Distinction,N,261,F,Lower Than A Level,20-30%,0,East Midlands Region,30,0-35,7,"85,71",,-64,79,283,24
276857DDD2013J,Pass,N,261,F,HE Qualification,80-90%,0,Wales,60,35-55,5,"60,80",57.11425757202659,-53,554,1369,146
276893GGG2014J,Pass,Y,269,F,A Level or Equivalent,30-40%,0,South West Region,30,0-35,8,"79,88",,-53,195,894,38
276925BBB2013J,Withdrawn,N,268,F,A Level or Equivalent,70-80%,0,Wales,60,35-55,7,"84,71",75.01612903225806,-96,223,495,61
276925BBB2014J,Pass,N,262,F,A Level or Equivalent,70-80%,1,Wales,60,35-55,5,"60,60",77.95,-154,137,707,44
276935DDD2014J,Pass,N,262,F,Lower Than A Level,90-100%,0,South Region,60,35-55,6,"86,00",82.3,-162,853,2470,131
277123AAA2014J,Fail,N,269,F,A Level or Equivalent,70-80%,0,East Midlands Region,60,35-55,5,"46,00",44.2,-20,194,537,45
277384FFF2014J,Withdrawn,N,269,M,Lower Than A Level,30-40%,0,London Region,120,0-35,2,"73,00",73,-122,274,1310,57
277412DDD2013J,Fail,N,261,M,A Level or Equivalent,20-30%,0,Wales,120,35-55,6,"51,50",45.54095563139932,-87,115,229,42
277537BBB2013J,Fail,N,268,M,Lower Than A Level,30-40%,0,North Western Region,60,35-55,1,"75,00",75,-26,60,538,13
277596DDD2013J,Pass,N,261,M,Lower Than A Level,90-100%,0,South Region,60,0-35,6,"64,00",56.08922476840566,-143,514,1163,156
27759BBB2013J,Fail,Y,268,M,Lower Than A Level,40-50%,0,North Western Region,120,35-55,11,"76,09",61.13,-43,182,366,36
277729DDD2013J,Fail,N,261,M,A Level or Equivalent,30-40%,0,South West Region,90,0-35,4,"46,00",42.57142857142857,-45,196,395,67
277812BBB2013J,Distinction,N,268,F,HE Qualification,90-100%,0,South East Region,60,35-55,11,"88,45",85.63,-142,408,1343,45
277880AAA2013J,Withdrawn,N,268,F,A Level or Equivalent,60-70%,0,South East Region,60,0-35,3,"67,67",67.2,-108,470,2016,63
277880AAA2014J,Withdrawn,N,269,F,A Level or Equivalent,60-70%,1,South East Region,120,0-35,3,"67,67",67.2,-11,7,12,3
277967BBB2014J,Pass,N,262,M,Lower Than A Level,70-80%,1,London Region,60,0-35,5,"78,60",75.15,-16,320,1166,73
278272BBB2013J,Fail,N,268,M,HE Qualification,20-30%,1,East Anglian Region,120,35-55,10,"73,20",60.109756097560975,-54,146,274,30
278380FFF2014J,Pass,N,269,M,Lower Than A Level,60-70%,0,North Region,60,0-35,12,"76,33",63.816811329374126,-70,546,3108,108
278413CCC2014J,Withdrawn,N,269,M,HE Qualification,0-10%,0,London Region,30,35-55,1,"89,00",89,-28,102,278,38
278600CCC2014J,Withdrawn,N,269,M,A Level or Equivalent,60-70%,0,North Western Region,90,0-35,1,"56,00",56,-15,33,91,11
278794BBB2013J,Pass,Y,268,F,A Level or Equivalent,20-30%,1,South West Region,60,0-35,10,"72,90",72.54878048780488,-185,238,523,24
278955FFF2013J,Pass,N,268,M,Lower Than A Level,30-40%,0,East Midlands Region,60,0-35,12,"80,33",83.98675194152581,-53,297,1590,70
279085FFF2013J,Pass,N,268,M,HE Qualification,80-90%,0,London Region,60,35-55,12,"82,83",75.00000000000001,-33,1079,4738,245
279117DDD2014J,Withdrawn,N,262,M,HE Qualification,10-20,0,West Midlands Region,60,0-35,3,"61,67",56,-65,112,243,16
27935DDD2013J,Fail,Y,261,F,Lower Than A Level,30-40%,0,East Anglian Region,60,0-35,4,"75,25",67.62124582869855,-134,330,813,108
279440FFF2014J,Pass,N,269,F,HE Qualification,0-10%,0,Scotland,60,0-35,12,"90,75",85.474645957058,-29,795,2874,188
279572AAA2013J,Distinction,N,268,M,Lower Than A Level,40-50%,0,London Region,60,0-35,5,"79,20",79.6,-138,297,1183,57
279653FFF2014J,Distinction,N,269,F,HE Qualification,90-100%,0,South Region,120,35-55,12,"90,08",88.92051164915485,-102,1178,4664,207
279747GGG2013J,Distinction,N,261,F,Lower Than A Level,20-30%,0,South Region,30,35-55,9,"93,78",,-81,1380,10768,66
279750FFF2013J,Pass,N,268,M,Lower Than A Level,60-70%,0,Scotland,60,35-55,12,"91,08",86.35541343079032,-36,1574,6923,215
279868DDD2013J,Pass,N,261,F,HE Qualification,30-40%,0,Yorkshire Region,120,0-35,5,"53,20",46.17138635803989,-73,193,355,51
279879CCC2014J,Withdrawn,N,269,F,HE Qualification,70-80%,0,Scotland,30,0-35,2,"52,00",57.09090909090909,-93,33,128,12
279883FFF2014J,Withdrawn,N,269,M,A Level or Equivalent,0-10%,0,East Midlands Region,180,0-35,1,"56,00",56,-25,103,302,40
280017EEE2013J,Pass,N,268,M,A Level or Equivalent,20-30%,0,South Region,150,0-35,4,"73,25",72.08,-108,538,1797,68
280054BBB2014J,Fail,N,262,F,Lower Than A Level,0-10%,0,Wales,60,0-35,2,"71,50",43,-32,74,207,26
280140BBB2013J,Fail,Y,268,F,Lower Than A Level,40-50%,2,Scotland,60,0-35,2,"65,00",55,-60,42,107,21
280151BBB2013J,Fail,Y,268,F,A Level or Equivalent,10-20,0,London Region,210,0-35,2,"74,00",70,-25,32,71,13
280152BBB2014J,Distinction,N,262,F,A Level or Equivalent,50-60%,0,South East Region,60,0-35,5,"68,20",85.5,-53,458,1585,90
28046DDD2013J,Fail,N,261,F,HE Qualification,10-20,0,Yorkshire Region,70,35-55,6,"51,00",48.916138469039495,-190,274,661,79
280541DDD2013J,Withdrawn,N,261,F,A Level or Equivalent,50-60%,0,East Midlands Region,60,0-35,1,"64,00",64,-145,11,35,4
28061AAA2014J,Pass,N,269,M,Lower Than A Level,40-50%,0,Yorkshire Region,60,35-55,5,"77,60",77.4,-130,663,1590,82
281022AAA2013J,Pass,N,268,F,A Level or Equivalent,30-40%,0,Scotland,150,0-35,5,"73,40",73.8,-74,183,492,45
281077AAA2014J,Pass,N,269,F,HE Qualification,50-60%,0,East Anglian Region,60,0-35,5,"72,40",72.6,-103,366,895,55
281134FFF2014J,Pass,N,269,F,A Level or Equivalent,20-30%,0,Scotland,90,0-35,12,"85,92",82.99999999999999,-28,1109,4141,157
281172DDD2014J,Pass,N,262,F,Lower Than A Level,80-90%,0,East Midlands Region,60,0-35,6,"63,83",59.25,-57,466,874,87
281250AAA2013J,Fail,N,268,M,Lower Than A Level,70-80%,0,Wales,60,35-55,5,"55,40",54.3,-64,77,130,24
281619GGG2013J,Pass,Y,261,F,A Level or Equivalent,30-40%,0,South East Region,30,35-55,7,"62,14",,-29,100,362,21
281636AAA2014J,Pass,N,269,F,A Level or Equivalent,20-30%,0,West Midlands Region,60,0-35,5,"83,00",83.1,-73,900,2682,84
281638FFF2013J,Pass,N,268,F,A Level or Equivalent,20-30%,0,Ireland,90,0-35,12,"83,75",80.06624029237094,-47,767,2961,143
281656EEE2013J,Fail,Y,268,M,Lower Than A Level,30-40%,0,North Region,210,0-35,1,"95,00",95,-75,132,387,31
281799DDD2014J,Withdrawn,N,262,F,Lower Than A Level,0-10%,0,South East Region,60,0-35,2,"67,50",68.33333333333333,-122,32,89,16
281920DDD2014J,Pass,N,262,M,Lower Than A Level,10-20,4,South East Region,60,0-35,6,"74,00",71.5,-147,523,1040,89
282038BBB2013J,Withdrawn,N,268,F,Lower Than A Level,70-80%,0,North Western Region,120,0-35,1,"65,00",65,-43,63,187,40
282317DDD2013J,Pass,Y,261,F,A Level or Equivalent,20-30%,0,East Midlands Region,60,0-35,6,"88,50",87.8766455387616,-203,863,2475,121
282785BBB2013J,Withdrawn,N,268,F,Lower Than A Level,50-60%,1,Ireland,60,0-35,3,"77,33",70.125,-47,27,74,10
282821AAA2013J,Pass,N,268,M,A Level or Equivalent,30-40%,0,South West Region,60,35-55,5,"60,60",58.8,-107,478,1961,69
282849FFF2014J,Pass,N,269,M,A Level or Equivalent,0-10%,0,North Western Region,60,0-35,12,"78,92",81.96025582457742,-15,992,5243,150
282975FFF2013J,Pass,N,268,F,A Level or Equivalent,90-100%,0,London Region,60,0-35,12,"84,00",79.19643672910006,-75,1054,4014,232
283133EEE2013J,Distinction,N,268,M,HE Qualification,50-60%,0,East Midlands Region,120,0-35,4,"92,75",92.96,-99,468,2329,44
283402FFF2014J,Pass,N,269,M,HE Qualification,30-40%,0,London Region,60,0-35,12,"81,67",88.737322978529,-11,986,5305,196
283535DDD2013J,Withdrawn,N,261,M,A Level or Equivalent,30-40%,0,London Region,60,0-35,3,"47,00",42.85913312693498,-124,133,300,38
283618CCC2014J,Withdrawn,N,269,M,Lower Than A Level,90-100%,0,West Midlands Region,30,35-55,1,"43,00",43,-15,201,578,41
283953FFF2013J,Distinction,N,268,F,A Level or Equivalent,90-100%,0,London Region,60,0-35,12,"87,83",89,-19,822,4297,152
28400AAA2013J,Pass,N,268,F,HE Qualification,20-30%,0,Scotland,60,35-55,5,"66,40",65.4,-53,430,1435,84
284036FFF2013J,Fail,N,268,M,Lower Than A Level,20-30%,2,South West Region,60,0-35,4,"92,75",86.99999999999999,-62,454,2403,86
284095CCC2014J,Distinction,N,269,F,HE Qualification,90-100%,0,South West Region,120,0-35,8,"90,13",89.79,-53,376,932,82
284095EEE2014J,Distinction,N,269,F,HE Qualification,90-100%,0,South West Region,120,0-35,4,"84,75",84.24,-53,537,1893,64
284246BBB2014J,Fail,N,262,F,A Level or Equivalent,30-40%,0,Ireland,60,35-55,5,"60,00",46.55,17,699,2279,108
284395FFF2013J,Pass,N,268,M,A Level or Equivalent,30-40%,1,London Region,60,35-55,12,"71,58",80.0109639104614,-142,1009,4684,180
284741DDD2014J,Withdrawn,N,262,M,A Level or Equivalent,80-90%,0,East Anglian Region,120,0-35,3,"80,00",78,-131,99,171,43
284762BBB2014J,Pass,N,262,F,A Level or Equivalent,10-20,2,East Midlands Region,60,0-35,5,"90,00",88.05,-82,210,854,69
284906BBB2013J,Pass,N,268,F,A Level or Equivalent,70-80%,2,East Midlands Region,60,0-35,11,"91,09",88.1,-192,205,405,24
285050BBB2013J,Fail,N,268,M,HE Qualification,0-10%,1,North Western Region,180,0-35,9,"51,56",37.642857142857146,-4,209,370,16
285085DDD2013J,Withdrawn,N,261,M,Lower Than A Level,30-40%,0,South East Region,60,0-35,3,"19,67",37.476780185758514,-59,57,121,29
285315AAA2014J,Pass,N,269,M,HE Qualification,70-80%,0,East Anglian Region,60,0-35,5,"86,20",86.3,-36,344,1157,56
285412CCC2014J,Withdrawn,N,269,M,Lower Than A Level,30-40%,0,North Region,60,0-35,1,"11,00",11,-108,104,306,29
285470BBB2014J,Pass,N,262,F,A Level or Equivalent,50-60%,0,East Anglian Region,180,0-35,3,"87,00",86.6923076923077,-149,69,142,29
285481DDD2014J,Pass,N,262,M,A Level or Equivalent,80-90%,0,East Anglian Region,60,0-35,6,"66,83",66.25,-162,1022,4050,119
285557DDD2013J,Pass,N,261,M,A Level or Equivalent,90-100%,0,Scotland,60,0-35,6,"59,17",44.22891272549976,-79,322,701,108
285637CCC2014J,Withdrawn,N,269,F,A Level or Equivalent,10-20,0,Yorkshire Region,30,0-35,6,"53,83",47.94285714285714,-30,61,196,13
285705GGG2013J,Pass,N,261,F,A Level or Equivalent,40-50%,0,South Region,30,0-35,6,"85,83",,-29,123,484,35
285934EEE2014J,Pass,N,269,M,Lower Than A Level,"",0,North Region,60,35-55,4,"94,75",95.2,-16,746,4020,68
286160GGG2013J,Distinction,N,261,F,A Level or Equivalent,60-70%,0,North Region,30,0-35,9,"92,22",,-46,305,1183,49
286262EEE2013J,Withdrawn,Y,268,M,Lower Than A Level,90-100%,0,South Region,30,0-35,1,"78,00",78,-9,85,349,19
286262EEE2014J,Pass,Y,269,M,Lower Than A Level,90-100%,1,South Region,120,0-35,4,"74,50",74.08,-108,134,490,43
286338BBB2014J,Pass,N,262,F,Lower Than A Level,30-40%,0,South Region,60,35-55,5,"57,40",70.4,-60,410,1444,91
286402BBB2013J,Distinction,N,268,F,A Level or Equivalent,70-80%,0,Yorkshire Region,60,35-55,11,"87,64",85.05,-85,653,1669,83
286449DDD2013J,Withdrawn,N,261,F,Lower Than A Level,40-50%,5,East Midlands Region,120,0-35,1,"55,00",55,-96,42,114,25
286488AAA2013J,Pass,N,268,M,A Level or Equivalent,90-100%,0,South East Region,60,35-55,5,"71,00",73.5,-8,284,1046,76
286527EEE2013J,Withdrawn,N,268,F,A Level or Equivalent,70-80%,0,North Western Region,120,0-35,3,"57,67",57.44444444444444,-26,65,290,18
286527EEE2014J,Pass,N,269,F,A Level or Equivalent,70-80%,1,North Western Region,90,0-35,4,"59,50",56.92,-16,124,388,30
286658CCC2014J,Distinction,N,269,F,A Level or Equivalent,"",0,North Region,90,35-55,8,"93,88",93.84,-67,597,3148,97
286690BBB2013J,Fail,N,268,F,Lower Than A Level,70-80%,2,Wales,60,0-35,6,"56,83",48.38636363636363,-44,91,237,22
286762GGG2013J,Pass,N,261,F,Lower Than A Level,20-30%,0,North Region,30,35-55,9,"87,22",,-39,165,443,40
286778FFF2014J,Distinction,N,269,F,A Level or Equivalent,40-50%,0,Wales,60,0-35,12,"85,67",87.32891731384193,-14,690,2986,115
286842DDD2013J,Pass,N,261,F,A Level or Equivalent,20-30%,0,East Anglian Region,60,0-35,6,"67,50",59.56167723061921,-157,271,683,62
286947BBB2014J,Pass,N,262,F,A Level or Equivalent,30-40%,1,East Midlands Region,60,0-35,5,"55,20",69.75,-36,256,1044,81
287040AAA2014J,Pass,N,269,F,A Level or Equivalent,40-50%,0,East Anglian Region,90,35-55,5,"72,80",73.1,-155,696,2267,91
287079FFF2013J,Withdrawn,N,268,M,HE Qualification,40-50%,1,London Region,60,0-35,2,"72,00",72,-31,37,97,17
287079FFF2014J,Fail,N,269,M,HE Qualification,40-50%,2,London Region,60,35-55,12,"56,00",42.6071265417999,-44,635,2973,111
287107BBB2013J,Distinction,N,268,F,A Level or Equivalent,0-10%,0,North Western Region,60,35-55,11,"88,18",79.46,-103,1142,4822,51
287204AAA2014J,Pass,N,269,M,A Level or Equivalent,0-10%,0,Scotland,60,0-35,5,"73,60",74.4,-79,506,1845,81
